Repulsive_Exponent,Attractive_Exponent,Temperature,Density,Diffusion_Coefficient,Alpha,Temperature_Critical,Density_Critical
12,6,1.029851,0.585561,0.17095495,0.8888888888888888,1.311912,0.312299
12,6,1.090199,0.544337,0.21252644,0.8888888888888888,1.311912,0.312299
12,6,1.157106,0.588059,0.20970811,0.8888888888888888,1.311912,0.312299
12,6,1.016732,0.692991,0.11985435,0.8888888888888888,1.311912,0.312299
12,6,0.995741,0.730155,0.10017185,0.8888888888888888,1.311912,0.312299
12,7,0.8931889999999999,0.557387,0.15287864,0.7089167433373588,1.102703,0.309144
12,7,0.927373,0.67177,0.12069119,0.7089167433373588,1.102703,0.309144
12,7,0.9571459999999999,0.537292,0.19061289,0.7089167433373588,1.102703,0.309144
12,7,0.8314379999999999,0.587064,0.11651146,0.7089167433373588,1.102703,0.309144
12,7,0.917449,0.566661,0.16279636,0.7089167433373588,1.102703,0.309144
12,8,0.812387,0.6589229999999999,0.10903495,0.6000000000000001,0.978779,0.308052
12,8,0.757575,0.688804,0.08915619,0.6000000000000001,0.978779,0.308052
12,8,0.735063,0.558806,0.09998624,0.6000000000000001,0.978779,0.308052
12,8,0.895583,0.568972,0.17116926,0.6000000000000001,0.978779,0.308052
12,8,0.8466440000000001,0.609943,0.13908785,0.6000000000000001,0.978779,0.308052
13,6,0.9874850000000001,0.713152,0.10723596,0.8407055205206448,1.253153,0.314164
13,6,1.030092,0.582146,0.18247187,0.8407055205206448,1.253153,0.314164
13,6,1.1115469999999998,0.551044,0.22521781,0.8407055205206448,1.253153,0.314164
13,6,0.9824719999999999,0.6735680000000001,0.1286228,0.8407055205206448,1.253153,0.314164
13,6,1.1253309999999999,0.591885,0.20007712,0.8407055205206448,1.253153,0.314164
13,7,0.853459,0.5628380000000001,0.14134957,0.6691696344168355,1.054955,0.308743
13,7,0.796491,0.725237,0.07832007,0.6691696344168355,1.054955,0.308743
13,7,0.8471290000000001,0.590317,0.1299332,0.6691696344168355,1.054955,0.308743
13,7,0.93047,0.617795,0.14878884,0.6691696344168355,1.054955,0.308743
13,7,0.82181,0.732956,0.07872848,0.6691696344168355,1.054955,0.308743
13,8,0.8321280000000001,0.539018,0.16649735,0.5653777751320431,0.938138,0.310137
13,8,0.804922,0.530644,0.15489313,0.5653777751320431,0.938138,0.310137
13,8,0.8612110000000001,0.5508029999999999,0.17606549999999999,0.5653777751320431,0.938138,0.310137
13,8,0.706418,0.687884,0.07466416,0.5653777751320431,0.938138,0.310137
13,8,0.7195520000000001,0.562589,0.09968653,0.5653777751320431,0.938138,0.310137
14,6,1.035564,0.546754,0.20430983,0.8009339165038553,1.204144,0.31586
14,6,0.927191,0.693313,0.1081919,0.8009339165038553,1.204144,0.31586
14,6,0.915149,0.693313,0.10749825,0.8009339165038553,1.204144,0.31586
14,6,1.0018479999999998,0.6734140000000001,0.12878714,0.8009339165038553,1.204144,0.31586
14,6,1.0078690000000001,0.551176,0.18962327,0.8009339165038553,1.204144,0.31586
14,7,0.847191,0.532324,0.15392437,0.6363636363636364,1.015816,0.309131
14,7,0.8695379999999999,0.619189,0.13986809,0.6363636363636364,1.015816,0.309131
14,7,0.7964,0.707292,0.08702031,0.6363636363636364,1.015816,0.309131
14,7,0.7689729999999999,0.619499,0.09731708,0.6363636363636364,1.015816,0.309131
14,7,0.813669,0.66154,0.11055112,0.6363636363636364,1.015816,0.309131
14,8,0.725413,0.540196,0.11582677,0.5368044133844831,0.904505,0.313885
14,8,0.6883279999999999,0.724133,0.06808132,0.5368044133844831,0.904505,0.313885
14,8,0.714559,0.592301,0.0973922,0.5368044133844831,0.904505,0.313885
14,8,0.812245,0.596068,0.14194371,0.5368044133844831,0.904505,0.313885
14,8,0.747121,0.687094,0.09081985,0.5368044133844831,0.904505,0.313885
15,6,0.921383,0.572283,0.14737164,0.7675065622167472,1.163363,0.316528
15,6,0.8876459999999999,0.545378,0.14019355,0.7675065622167472,1.163363,0.316528
15,6,0.912077,0.5707,0.14682366,0.7675065622167472,1.163363,0.316528
15,6,0.894626,0.687182,0.10932287,0.7675065622167472,1.163363,0.316528
15,6,0.988859,0.59444,0.17544432,0.7675065622167472,1.163363,0.316528
15,7,0.816042,0.600713,0.12761452,0.6087922123837141,0.983183,0.312221
15,7,0.888797,0.532025,0.18970092,0.6087922123837141,0.983183,0.312221
15,7,0.803261,0.703122,0.08954492,0.6087922123837141,0.983183,0.312221
15,7,0.74427,0.72404,0.07563489999999999,0.6087922123837141,0.983183,0.312221
15,7,0.805227,0.613202,0.11975616,0.6087922123837141,0.983183,0.312221
15,8,0.779619,0.631731,0.11837637,0.5127922612594963,0.875976,0.316816
15,8,0.733192,0.618425,0.10529179,0.5127922612594963,0.875976,0.316816
15,8,0.694649,0.627296,0.08667616,0.5127922612594963,0.875976,0.316816
15,8,0.65961,0.548408,0.08550466,0.5127922612594963,0.875976,0.316816
15,8,0.8269209999999999,0.557596,0.16781599,0.5127922612594963,0.875976,0.316816
15,9,0.650432,0.558036,0.09219877,0.4482619613665991,0.803003,0.322564
15,9,0.611085,0.701254,0.05361111,0.4482619613665991,0.803003,0.322564
15,9,0.6865680000000001,0.616742,0.09795512,0.4482619613665991,0.803003,0.322564
15,9,0.714673,0.6222260000000001,0.11305552,0.4482619613665991,0.803003,0.322564
15,9,0.707446,0.629,0.10701635,0.4482619613665991,0.803003,0.322564
15,10,0.565014,0.58281,0.05549202,0.40178571428571425,0.75035,0.328714
15,10,0.701577,0.58018,0.1276563,0.40178571428571425,0.75035,0.328714
15,10,0.606283,0.776751,0.04460539,0.40178571428571425,0.75035,0.328714
15,10,0.652804,0.662687,0.086487,0.40178571428571425,0.75035,0.328714
15,10,0.670813,0.58018,0.11344442,0.40178571428571425,0.75035,0.328714
15,11,0.633954,0.6947800000000001,0.07263497,0.3666410637162833,0.710711,0.335157
15,11,0.641061,0.643166,0.09142779,0.3666410637162833,0.710711,0.335157
15,11,0.633954,0.6099859999999999,0.09528766,0.3666410637162833,0.710711,0.335157
15,11,0.572122,0.6213810000000001,0.05938547,0.3666410637162833,0.710711,0.335157
15,11,0.666647,0.589541,0.11707093,0.3666410637162833,0.710711,0.335157
16,6,0.9587389999999999,0.674914,0.12254676,0.7389866877377714,1.127928,0.316861
16,6,0.8944469999999999,0.596016,0.13738632,0.7389866877377714,1.127928,0.316861
16,6,0.896703,0.727196,0.09044618,0.7389866877377714,1.127928,0.316861
16,6,0.960995,0.6403760000000001,0.14058874,0.7389866877377714,1.127928,0.316861
16,6,0.8831680000000001,0.68442,0.10681875,0.7389866877377714,1.127928,0.316861
16,7,0.722097,0.7353149999999999,0.06869754,0.5852695475929792,0.955155,0.31491
16,7,0.811882,0.552037,0.14405192,0.5852695475929792,0.955155,0.31491
16,7,0.888294,0.5410149999999999,0.18720416,0.5852695475929792,0.955155,0.31491
16,7,0.7698550000000001,0.548573,0.12460560000000001,0.5852695475929792,0.955155,0.31491
16,7,0.7689,0.54322,0.12594511,0.5852695475929792,0.955155,0.31491
16,8,0.680841,0.594569,0.08866645,0.49230769230769234,0.851051,0.320177
16,8,0.6433949999999999,0.6954239999999999,0.06039556,0.49230769230769234,0.851051,0.320177
16,8,0.6757340000000001,0.607696,0.08418378,0.49230769230769234,0.851051,0.320177
16,8,0.6970109999999999,0.637472,0.09149419,0.49230769230769234,0.851051,0.320177
16,8,0.739563,0.659565,0.10112433,0.49230769230769234,0.851051,0.320177
16,9,0.6605409999999999,0.58897,0.09520893,0.429829696300788,0.780781,0.326299
16,9,0.609009,0.801717,0.03809377,0.429829696300788,0.780781,0.326299
16,9,0.6956760000000001,0.561561,0.12619907,0.429829696300788,0.780781,0.326299
16,9,0.596517,0.725036,0.04837445,0.429829696300788,0.780781,0.326299
16,9,0.7300300000000001,0.596801,0.12834492,0.429829696300788,0.780781,0.326299
16,10,0.5511729999999999,0.6624270000000001,0.04349487,0.38483854272460166,0.73003,0.333045
16,10,0.592784,0.655766,0.06021982,0.38483854272460166,0.73003,0.333045
16,10,0.601545,0.618132,0.07114617,0.38483854272460166,0.73003,0.333045
16,10,0.657027,0.610471,0.10450077,0.38483854272460166,0.73003,0.333045
16,10,0.648267,0.5908220000000001,0.1022107,0.38483854272460166,0.73003,0.333045
16,11,0.578422,0.657313,0.06068853,0.3508219012516947,0.691892,0.340048
16,11,0.6178600000000001,0.6715949999999999,0.07818969,0.3508219012516947,0.691892,0.340048
16,11,0.626162,0.6052850000000001,0.09808114,0.3508219012516947,0.691892,0.340048
16,11,0.5542050000000001,0.699479,0.04518512,0.3508219012516947,0.691892,0.340048
16,11,0.5465949999999999,0.728723,0.0391371,0.3508219012516947,0.691892,0.340048
17,6,1.0270139999999999,0.5568,0.20621418,0.7143440825991937,1.097237,0.317084
17,6,0.8942479999999999,0.703609,0.09910985,0.7143440825991937,1.097237,0.317084
17,6,0.922776,0.622753,0.14627506,0.7143440825991937,1.097237,0.317084
17,6,0.976541,0.6379729999999999,0.14578556,0.7143440825991937,1.097237,0.317084
17,6,0.9381379999999999,0.6693640000000001,0.12099492,0.7143440825991937,1.097237,0.317084
17,7,0.738228,0.5863520000000001,0.10241445,0.5649454449104541,0.930931,0.316605
17,7,0.706577,0.559758,0.09455719,0.5649454449104541,0.930931,0.316605
17,7,0.836907,0.584453,0.15435727,0.5649454449104541,0.930931,0.316605
17,7,0.871351,0.541078,0.1867086,0.5649454449104541,0.930931,0.316605
17,7,0.7987390000000001,0.643658,0.12004875,0.5649454449104541,0.930931,0.316605
17,8,0.633084,0.623983,0.06663292,0.47460968994895514,0.82973,0.323307
17,8,0.686187,0.694463,0.08022080000000001,0.47460968994895514,0.82973,0.323307
17,8,0.667933,0.761065,0.05469681,0.47460968994895514,0.82973,0.323307
17,8,0.653827,0.7752899999999999,0.04868069999999999,0.47460968994895514,0.82973,0.323307
17,8,0.691995,0.688321,0.08294853,0.47460968994895514,0.82973,0.323307
17,9,0.6062029999999999,0.570535,0.07665398,0.41390612079860156,0.761562,0.32998
17,9,0.582595,0.6329020000000001,0.05393309,0.41390612079860156,0.761562,0.32998
17,9,0.6153420000000001,0.7549939999999999,0.05109653,0.41390612079860156,0.761562,0.32998
17,9,0.6214350000000001,0.589344,0.0803826,0.41390612079860156,0.761562,0.32998
17,9,0.613819,0.618712,0.07137527,0.41390612079860156,0.761562,0.32998
17,10,0.549905,0.610342,0.05148796,0.370199297690036,0.712312,0.337392
17,10,0.638232,0.613379,0.09611615,0.370199297690036,0.712312,0.337392
17,10,0.578397,0.7199949999999999,0.05039141,0.370199297690036,0.712312,0.337392
17,10,0.5855199999999999,0.601907,0.06941989,0.370199297690036,0.712312,0.337392
17,10,0.589082,0.687605,0.05729529,0.370199297690036,0.712312,0.337392
17,11,0.5439189999999999,0.782353,0.03850279,0.3371584110540872,0.675676,0.344801
17,11,0.5398649999999999,0.744081,0.03800057,0.3371584110540872,0.675676,0.344801
17,11,0.595271,0.647191,0.07464887,0.3371584110540872,0.675676,0.344801
17,11,0.561487,0.747184,0.04886966,0.3371584110540872,0.675676,0.344801
17,11,0.530406,0.609953,0.04918916,0.3371584110540872,0.675676,0.344801
18,6,0.9495959999999999,0.561517,0.18648757,0.6928203230275509,1.070571,0.317241
18,6,0.88108,0.6890470000000001,0.10481571,0.6928203230275509,1.070571,0.317241
18,6,0.813634,0.7191850000000001,0.08590977,0.6928203230275509,1.070571,0.317241
18,6,0.9560200000000001,0.581503,0.17441556,0.6928203230275509,1.070571,0.317241
18,6,0.813634,0.560565,0.11823286,0.6928203230275509,1.070571,0.317241
18,7,0.7938270000000001,0.620084,0.12774306,0.5471940531479003,0.909309,0.319466
18,7,0.701987,0.644682,0.08106834,0.5471940531479003,0.909309,0.319466
18,7,0.705624,0.666406,0.08095903,0.5471940531479003,0.909309,0.319466
18,7,0.733812,0.691963,0.08691386,0.5471940531479003,0.909309,0.319466
18,7,0.68471,0.605388,0.08064149999999999,0.5471940531479003,0.909309,0.319466
18,8,0.6169819999999999,0.627554,0.06348397,0.4591528202252848,0.810751,0.326511
18,8,0.69076,0.6729390000000001,0.08876418,0.4591528202252848,0.810751,0.326511
18,8,0.651844,0.655961,0.07356981,0.4591528202252848,0.810751,0.326511
18,8,0.614549,0.564211,0.07190421,0.4591528202252848,0.810751,0.326511
18,8,0.696435,0.698734,0.08069378,0.4591528202252848,0.810751,0.326511
18,9,0.560491,0.791876,0.03725404,0.39999999999999997,0.744344,0.333843
18,9,0.631204,0.651995,0.07759863,0.39999999999999997,0.744344,0.333843
18,9,0.574634,0.722102,0.04466604,0.39999999999999997,0.744344,0.333843
18,9,0.591753,0.652329,0.05947084,0.39999999999999997,0.744344,0.333843
18,9,0.5887760000000001,0.687717,0.05376185,0.39999999999999997,0.744344,0.333843
18,10,0.634522,0.6200600000000001,0.09854163,0.35741587431752303,0.697277,0.341443
18,10,0.524352,0.628938,0.0409308,0.35741587431752303,0.697277,0.341443
18,10,0.650559,0.5910380000000001,0.11650802,0.35741587431752303,0.697277,0.341443
18,10,0.5382979999999999,0.834145,0.02594469,0.35741587431752303,0.697277,0.341443
18,10,0.5264439999999999,0.802732,0.03220236,0.35741587431752303,0.697277,0.341443
18,11,0.583083,0.596459,0.08225877,0.3252281426799775,0.661842,0.349215
18,11,0.559918,0.778749,0.04118827,0.3252281426799775,0.661842,0.349215
18,11,0.5354300000000001,0.6397619999999999,0.05003493,0.3252281426799775,0.661842,0.349215
18,11,0.5149130000000001,0.829735,0.02572948,0.3252281426799775,0.661842,0.349215
18,11,0.5466810000000001,0.705414,0.0469297,0.3252281426799775,0.661842,0.349215
18,12,0.49299399999999993,0.692344,0.03090084,0.3,0.634484,0.356511
18,12,0.48220799999999997,0.661328,0.02932306,0.3,0.634484,0.356511
18,12,0.536139,0.6470670000000001,0.05361722,0.3,0.634484,0.356511
18,12,0.548829,0.7550899999999999,0.04651623,0.3,0.634484,0.356511
18,12,0.495532,0.837801,0.02306328,0.3,0.634484,0.356511
18,13,0.5556399999999999,0.665335,0.06888236,0.2796643079995438,0.612613,0.363174
18,13,0.46129799999999993,0.694752,0.02258238,0.2796643079995438,0.612613,0.363174
18,13,0.490703,0.818231,0.02685974,0.2796643079995438,0.612613,0.363174
18,13,0.500505,0.721627,0.03337965,0.2796643079995438,0.612613,0.363174
18,13,0.533586,0.770292,0.04118836,0.2796643079995438,0.612613,0.363174
18,14,0.49951,0.6311399999999999,0.04713806,0.26290219002528925,0.594655,0.369088
18,14,0.492374,0.725996,0.03254304,0.26290219002528925,0.594655,0.369088
18,14,0.446586,0.650702,0.02261712,0.26290219002528925,0.594655,0.369088
18,14,0.46026300000000003,0.724151,0.02222769,0.26290219002528925,0.594655,0.369088
18,14,0.479292,0.793539,0.0237887,0.26290219002528925,0.594655,0.369088
19,6,0.8568120000000001,0.6387510000000001,0.12796425,0.673844367102088,1.047447,0.318103
19,6,0.958414,0.559543,0.18797947,0.673844367102088,1.047447,0.318103
19,6,0.814914,0.740544,0.07573664,0.673844367102088,1.047447,0.318103
19,6,0.8651909999999999,0.630798,0.13461969,0.673844367102088,1.047447,0.318103
19,6,0.9322280000000001,0.562724,0.18465106,0.673844367102088,1.047447,0.318103
19,7,0.703982,0.591424,0.09486395,0.5315441843179891,0.88999,0.322302
19,7,0.726232,0.6848920000000001,0.09168581,0.5315441843179891,0.88999,0.322302
19,7,0.6710520000000001,0.629456,0.0740117,0.5315441843179891,0.88999,0.322302
19,7,0.778741,0.594647,0.13298577,0.5315441843179891,0.88999,0.322302
19,7,0.710212,0.568218,0.10274939,0.5315441843179891,0.88999,0.322302
19,8,0.736032,0.622696,0.1197704,0.4455264732913873,0.793994,0.329643
19,8,0.602641,0.6157729999999999,0.06131266,0.4455264732913873,0.793994,0.329643
19,8,0.610581,0.59995,0.06705641,0.4455264732913873,0.793994,0.329643
19,8,0.672513,0.590061,0.10169718,0.4455264732913873,0.793994,0.329643
19,8,0.635195,0.7730130000000001,0.04947409,0.4455264732913873,0.793994,0.329643
19,9,0.62083,0.613499,0.08370289,0.387741557328608,0.72953,0.337458
19,9,0.645634,0.620585,0.09590067,0.387741557328608,0.72953,0.337458
19,9,0.634691,0.576041,0.09995723,0.387741557328608,0.72953,0.337458
19,9,0.617912,0.700225,0.06969227,0.387741557328608,0.72953,0.337458
19,9,0.5668449999999999,0.6836899999999999,0.04750246,0.387741557328608,0.72953,0.337458
19,10,0.5365340000000001,0.6143270000000001,0.0498643,0.346147980000992,0.683483,0.34571
19,10,0.5235479999999999,0.821061,0.02797028,0.346147980000992,0.683483,0.34571
19,10,0.6041989999999999,0.690383,0.07182036,0.346147980000992,0.683483,0.34571
19,10,0.5392680000000001,0.761253,0.03580915,0.346147980000992,0.683483,0.34571
19,10,0.554988,0.6710229999999999,0.05103105,0.346147980000992,0.683483,0.34571
19,11,0.49041,0.732146,0.02548288,0.31471315045945797,0.64955,0.353523
19,11,0.59239,0.649775,0.08166713,0.31471315045945797,0.64955,0.353523
19,11,0.57745,0.638463,0.07420829,0.31471315045945797,0.64955,0.353523
19,11,0.510546,0.863657,0.0196322,0.31471315045945797,0.64955,0.353523
19,11,0.515093,0.7151770000000001,0.03544063,0.31471315045945797,0.64955,0.353523
19,12,0.5253770000000001,0.702505,0.04443863,0.2900782360497496,0.623223,0.360814
19,12,0.506057,0.650187,0.04219224,0.2900782360497496,0.623223,0.360814
19,12,0.556538,0.649465,0.06888572,0.2900782360497496,0.623223,0.360814
19,12,0.481128,0.732092,0.02514133,0.2900782360497496,0.623223,0.360814
19,12,0.5527989999999999,0.6397229999999999,0.06728583,0.2900782360497496,0.623223,0.360814
19,13,0.47197700000000004,0.7553810000000001,0.02271248,0.27022311148688244,0.602012,0.367403
19,13,0.477396,0.6848390000000001,0.03015536,0.27022311148688244,0.602012,0.367403
19,13,0.509904,0.784405,0.03546588,0.27022311148688244,0.602012,0.367403
19,13,0.570707,0.630096,0.08762137,0.27022311148688244,0.602012,0.367403
19,13,0.49666000000000005,0.802041,0.02988534,0.27022311148688244,0.602012,0.367403
19,14,0.512096,0.767166,0.03938686,0.2538589713343798,0.584585,0.373135
19,14,0.468837,0.741792,0.02458138,0.2538589713343798,0.584585,0.373135
19,14,0.5208649999999999,0.729479,0.0495117,0.2538589713343798,0.584585,0.373135
19,14,0.515604,0.6597029999999999,0.05410403,0.2538589713343798,0.584585,0.373135
19,14,0.50742,0.80821,0.03084418,0.2538589713343798,0.584585,0.373135
20,6,0.81534,0.585262,0.12260774,0.6569778240214335,1.026877,0.31877
20,6,0.9139209999999999,0.623514,0.14479933,0.6569778240214335,1.026877,0.31877
20,6,0.806098,0.593869,0.11487434,0.6569778240214335,1.026877,0.31877
20,6,0.846147,0.702569,0.09592776,0.6569778240214335,1.026877,0.31877
20,6,0.825609,0.61937,0.11827642,0.6569778240214335,1.026877,0.31877
20,7,0.811399,0.583626,0.15224256,0.517634131898025,0.872472,0.32514
20,7,0.778245,0.6626350000000001,0.10578717,0.517634131898025,0.872472,0.32514
20,7,0.6639510000000001,0.609638,0.07631492,0.517634131898025,0.872472,0.32514
20,7,0.679656,0.7553,0.05929452,0.517634131898025,0.872472,0.32514
20,7,0.750326,0.601184,0.11966185,0.517634131898025,0.872472,0.32514
20,8,0.675245,0.673013,0.08812238,0.43341547042828077,0.778829,0.332845
20,8,0.6705720000000001,0.6743439999999999,0.08810553,0.43341547042828077,0.778829,0.332845
20,8,0.593468,0.729596,0.04698078,0.43341547042828077,0.778829,0.332845
20,8,0.664341,0.5665020000000001,0.10557955,0.43341547042828077,0.778829,0.332845
20,8,0.587237,0.8044859999999999,0.03626282,0.43341547042828077,0.778829,0.332845
20,9,0.6157739999999999,0.5963970000000001,0.08823289,0.37684698057156896,0.716016,0.341188
20,9,0.569233,0.702847,0.04899122,0.37684698057156896,0.716016,0.341188
20,9,0.640834,0.648598,0.09106824,0.37684698057156896,0.716016,0.341188
20,9,0.556344,0.834205,0.02804999,0.37684698057156896,0.716016,0.341188
20,9,0.6537229999999999,0.64041,0.09744668,0.37684698057156896,0.716016,0.341188
20,10,0.586866,0.647258,0.0733085,0.3361344537815126,0.671471,0.34968
20,10,0.543892,0.681876,0.04739639,0.3361344537815126,0.671471,0.34968
20,10,0.535834,0.685722,0.04373666,0.3361344537815126,0.671471,0.34968
20,10,0.553964,0.740273,0.04491914,0.3361344537815126,0.671471,0.34968
20,10,0.612382,0.69901,0.07088726,0.3361344537815126,0.671471,0.34968
20,11,0.49310699999999996,0.624677,0.03744589,0.305369443695128,0.638739,0.357571
20,11,0.534625,0.7169300000000001,0.04390924,0.305369443695128,0.638739,0.357571
20,11,0.48671899999999996,0.711209,0.02727666,0.305369443695128,0.638739,0.357571
20,11,0.521211,0.6679430000000001,0.04452156,0.305369443695128,0.638739,0.357571
20,11,0.48608,0.697979,0.02769075,0.305369443695128,0.638739,0.357571
20,12,0.46033500000000005,0.8927139999999999,0.01251294,0.28126240713198375,0.612963,0.364969
20,12,0.551667,0.621542,0.07402533,0.28126240713198375,0.612963,0.364969
20,12,0.54002,0.743807,0.04851443,0.28126240713198375,0.612963,0.364969
20,12,0.517954,0.731033,0.04015002,0.28126240713198375,0.612963,0.364969
20,12,0.47014300000000003,0.7751939999999999,0.02007561,0.28126240713198375,0.612963,0.364969
20,13,0.549926,0.704754,0.06121332,0.26183499913763525,0.592593,0.371314
20,13,0.505482,0.79127,0.03451742,0.26183499913763525,0.592593,0.371314
20,13,0.49422299999999997,0.8280299999999999,0.02562043,0.26183499913763525,0.592593,0.371314
20,13,0.542223,0.6650229999999999,0.06747164,0.26183499913763525,0.592593,0.371314
20,13,0.5197039999999999,0.797582,0.03437128,0.26183499913763525,0.592593,0.371314
20,14,0.46391400000000005,0.661719,0.03102441,0.24582514033473893,0.575576,0.376833
20,14,0.49154200000000003,0.645138,0.04677767,0.24582514033473893,0.575576,0.376833
20,14,0.474275,0.6654869999999999,0.03539713,0.24582514033473893,0.575576,0.376833
20,14,0.49441999999999997,0.8557879999999999,0.02151686,0.24582514033473893,0.575576,0.376833
20,14,0.46161199999999997,0.9206030000000001,0.00952509,0.24582514033473893,0.575576,0.376833
